id,word,translation_vi,topic,certificate,emoji,emoji_name,emoji_evaluation,image_url
"mv-ho-006","dream","giấc mơ","home","movers","💭","thought_balloon","⚠️ Cần xem lại (Tên emoji: thought balloon)",""
"mv-ho-007","elevator","thang máy","home","movers","🛗","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-ho-008","floor","sàn nhà","home","movers","🟫","","❌ (Hình ô vuông màu nâu)",""
"mv-ho-009","internet","mạng internet","home","movers","🌐","globe_with_meridians","⚠️ Cần xem lại (Tên emoji: globe with meridians)",""
"mv-ho-010","lift","thang máy","home","movers","🛗","","❌ (Hình thang máy - từ này còn nghĩa là nâng lên)",""
"mv-ho-011","message","tin nhắn","home","movers","💬","speech_balloon","⚠️ Cần xem lại (Tên emoji: speech balloon)",""
"mv-ho-012","roof","mái nhà","home","movers","🏠","house","⚠️ Cần xem lại (Tên emoji: house)",""
"mv-ho-013","seat","chỗ ngồi","home","movers","💺","seat","✅",""
"mv-ho-014","shower","vòi sen","home","movers","🚿","shower","✅",""
"mv-ho-015","stairs","cầu thang","home","movers","🪜","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-ho-016","toothbrush","bàn chải đánh răng","home","movers","🪥","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-ho-017","toothpaste","kem đánh răng","home","movers","🦷","tooth","✅",""
"mv-ho-018","towel","khăn tắm","home","movers","🧺","basket","⚠️ Cần xem lại (Tên emoji: basket)",""
"mv-ho-019","upstairs","tầng trên","home","movers","⬆️","arrow_up","⚠️ Cần xem lại (Tên emoji: arrow up)",""
"mv-ho-020","wash","rửa/giặt","home","movers","🧼","soap","⚠️ Cần xem lại (Tên emoji: soap)",""
"fl-ho-001","brush","bàn chải","home","flyers","🪥","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-ho-002","comb","chiếc lược","home","flyers","💇","haircut_woman","⚠️ Cần xem lại (Tên emoji: haircut woman)",""
"fl-ho-003","cooker","bếp nấu ăn","home","flyers","🍳","fried_egg","⚠️ Cần xem lại (Tên emoji: fried egg)",""
"fl-ho-004","cushion","gối tựa/đệm ghế","home","flyers","🛋️","","❌ (Hình ghế sofa - nên là cái gối)",""
"fl-ho-005","diary","nhật ký","home","flyers","📔","notebook_with_decorative_cover","⚠️ Cần xem lại (Tên emoji: notebook with decorative cover)",""
"fl-ho-006","entrance","lối vào","home","flyers","🚪","door","⚠️ Cần xem lại (Tên emoji: door)",""
"fl-ho-007","envelope","phong bì thư","home","flyers","✉️","email","⚠️ Cần xem lại (Tên emoji: email)",""
"fl-ho-008","fridge","tủ lạnh","home","flyers","🧊","","❌ (Hình cục đá)",""
"fl-ho-009","gate","cổng","home","flyers","🚧","construction","⚠️ Cần xem lại (Tên emoji: construction)",""
"fl-ho-010","key","chìa khóa","home","flyers","🔑","key","✅",""
"fl-ho-011","letter","bức thư","home","flyers","✉️","email","⚠️ Cần xem lại (Tên emoji: email)",""
"fl-ho-012","oven","lò nướng","home","flyers","🔥","fire","⚠️ Cần xem lại (Tên emoji: fire)",""
"fl-ho-013","screen","màn hình","home","flyers","🖥️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-ho-014","shampoo","dầu gội đầu","home","flyers","🧴","lotion_bottle","⚠️ Cần xem lại (Tên emoji: lotion bottle)",""
"fl-ho-015","shelf","kệ tủ","home","flyers","📚","books","⚠️ Cần xem lại (Tên emoji: books)",""
"fl-ho-016","soap","xà phòng","home","flyers","🧼","soap","✅",""
"fl-ho-017","stamp","tem thư","home","flyers","📮","postbox","⚠️ Cần xem lại (Tên emoji: postbox)",""
"fl-ho-018","step","bậc thềm","home","flyers","🪜","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-ho-019","swing","xích đu","home","flyers","🎠","carousel_horse","⚠️ Cần xem lại (Tên emoji: carousel horse)",""
"fl-ho-020","telephone","điện thoại","home","flyers","📞","telephone_receiver","✅",""
"st-ma-001","paper","giấy","materials","starters","📄","page_facing_up","⚠️ Cần xem lại (Tên emoji: page facing up)",""
"fl-ma-001","card","bìa cứng/thẻ","materials","flyers","📋","clipboard","⚠️ Cần xem lại (Tên emoji: clipboard)",""
"fl-ma-002","glass","thủy tinh","materials","flyers","🪟","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-ma-003","gold","vàng (kim loại)","materials","flyers","🥇","1st_place_medal","⚠️ Cần xem lại (Tên emoji: 1st place medal)",""
"fl-ma-004","metal","kim loại","materials","flyers","⚙️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-ma-005","plastic","nhựa","materials","flyers","♻️","recycle","⚠️ Cần xem lại (Tên emoji: recycle)",""
"fl-ma-006","silver","bạc (kim loại)","materials","flyers","🥈","2nd_place_medal","⚠️ Cần xem lại (Tên emoji: 2nd place medal)",""
"fl-ma-007","wood","gỗ","materials","flyers","🪵","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-ma-008","wool","len","materials","flyers","🧶","yarn","⚠️ Cần xem lại (Tên emoji: yarn)",""
"st-pd-001","behind","phía sau","places_directions","starters","↩️","leftwards_arrow_with_hook","⚠️ Cần xem lại (Tên emoji: leftwards arrow with hook)",""
"st-pd-002","between","ở giữa (hai vật)","places_directions","starters","↔️","left_right_arrow","⚠️ Cần xem lại (Tên emoji: left right arrow)",""
"st-pd-003","bookshop","hiệu sách","places_directions","starters","📚","books","✅",""
"st-pd-004","end","điểm cuối/cuối đường","places_directions","starters","🏁","checkered_flag","⚠️ Cần xem lại (Tên emoji: checkered flag)",""
"st-pd-005","here","ở đây","places_directions","starters","📍","round_pushpin","⚠️ Cần xem lại (Tên emoji: round pushpin)",""
"st-pd-006","in","trong","places_directions","starters","📦","package","⚠️ Cần xem lại (Tên emoji: package)",""
"st-pd-007","in front of","trước mặt","places_directions","starters","⬆️","arrow_up","⚠️ Cần xem lại (Tên emoji: arrow up)",""
"st-pd-008","on","trên","places_directions","starters","⬆️","arrow_up","⚠️ Cần xem lại (Tên emoji: arrow up)",""
"st-pd-009","park","công viên","places_directions","starters","🌳","deciduous_tree","⚠️ Cần xem lại (Tên emoji: deciduous tree)",""
"st-pd-010","playground","sân chơi","places_directions","starters","🛝","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-pd-011","shop","cửa hàng","places_directions","starters","🏪","convenience_store","⚠️ Cần xem lại (Tên emoji: convenience store)",""
"st-pd-012","store","cửa hàng lớn","places_directions","starters","🏬","department_store","✅",""
"st-pd-013","street","con phố","places_directions","starters","🛣️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-pd-014","there","ở đó","places_directions","starters","📍","round_pushpin","⚠️ Cần xem lại (Tên emoji: round pushpin)",""
"st-pd-015","under","bên dưới","places_directions","starters","⬇️","arrow_down","⚠️ Cần xem lại (Tên emoji: arrow down)",""
"st-pd-016","zoo","sở thú","places_directions","starters","🦁","lion","⚠️ Cần xem lại (Tên emoji: lion)",""
"mv-pd-001","above","phía trên","places_directions","movers","⬆️","arrow_up","⚠️ Cần xem lại (Tên emoji: arrow up)",""
"mv-pd-002","below","phía dưới","places_directions","movers","⬇️","arrow_down","⚠️ Cần xem lại (Tên emoji: arrow down)",""
"mv-pd-003","building","tòa nhà","places_directions","movers","🏢","office","⚠️ Cần xem lại (Tên emoji: office)",""
"mv-pd-004","bus station","bến xe buýt","places_directions","movers","🚌","bus","✅",""
"mv-pd-005","bus stop","trạm xe buýt","places_directions","movers","🚏","busstop","✅",""
"mv-pd-006","café","quán cà phê","places_directions","movers","☕","coffee","⚠️ Cần xem lại (Tên emoji: coffee)",""
"mv-pd-007","car park","bãi đỗ xe","places_directions","movers","🅿️","parking","✅",""
"mv-pd-008","centre","trung tâm","places_directions","movers","📍","round_pushpin","⚠️ Cần xem lại (Tên emoji: round pushpin)",""
"mv-pd-009","cinema","rạp chiếu phim","places_directions","movers","🎬","clapper","⚠️ Cần xem lại (Tên emoji: clapper)",""
"mv-pd-010","circle","vòng tròn","places_directions","movers","⭕","o","⚠️ Cần xem lại (Tên emoji: o)",""
"mv-pd-011","circus","rạp xiếc","places_directions","movers","🎪","circus_tent","✅",""
"mv-pd-012","city centre","trung tâm thành phố","places_directions","movers","🏙️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-pd-013","farm","trang trại","places_directions","movers","🌾","ear_of_rice","⚠️ Cần xem lại (Tên emoji: ear of rice)",""
"mv-pd-014","funfair","hội chợ vui","places_directions","movers","🎡","ferris_wheel","⚠️ Cần xem lại (Tên emoji: ferris wheel)",""
"mv-pd-015","hospital","bệnh viện","places_directions","movers","🏥","hospital","✅",""
"mv-pd-016","library","thư viện","places_directions","movers","📖","open_book","⚠️ Cần xem lại (Tên emoji: open book)",""
"mv-pd-017","map","bản đồ","places_directions","movers","🗺️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-pd-018","market","chợ","places_directions","movers","🛒","shopping_cart","⚠️ Cần xem lại (Tên emoji: shopping cart)",""
"mv-pd-019","near","gần","places_directions","movers","📍","round_pushpin","⚠️ Cần xem lại (Tên emoji: round pushpin)",""
"mv-pd-020","opposite","đối diện","places_directions","movers","↔️","left_right_arrow","⚠️ Cần xem lại (Tên emoji: left right arrow)",""
"mv-pd-021","place","địa điểm","places_directions","movers","📍","round_pushpin","⚠️ Cần xem lại (Tên emoji: round pushpin)",""
"mv-pd-022","shopping centre","trung tâm mua sắm","places_directions","movers","🛍️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-pd-023","sports centre","trung tâm thể thao","places_directions","movers","⚽","soccer","⚠️ Cần xem lại (Tên emoji: soccer)",""
"mv-pd-024","square","quảng trường","places_directions","movers","🏛️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-pd-025","station","nhà ga","places_directions","movers","🚉","station","✅",""
"mv-pd-026","straight","thẳng","places_directions","movers","➡️","arrow_right","⚠️ Cần xem lại (Tên emoji: arrow right)",""
"mv-pd-027","supermarket","siêu thị","places_directions","movers","🛒","shopping_cart","⚠️ Cần xem lại (Tên emoji: shopping cart)",""
"mv-pd-028","swimming pool","bể bơi","places_directions","movers","🏊","swimming_man","✅",""
"mv-pd-029","town centre","trung tâm thị trấn","places_directions","movers","🏘️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-pd-001","airport","sân bay","places_directions","flyers","✈️","airplane","✅",""
"fl-pd-002","bank","ngân hàng","places_directions","flyers","🏦","bank","✅",""
"fl-pd-003","bridge","cây cầu","places_directions","flyers","🌉","bridge_at_night","✅",""
"fl-pd-004","castle","lâu đài","places_directions","flyers","🏰","european_castle","✅",""
"fl-pd-005","chemist","hiệu thuốc","places_directions","flyers","💊","pill","⚠️ Cần xem lại (Tên emoji: pill)",""
"fl-pd-006","club","câu lạc bộ","places_directions","flyers","🏟️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-pd-007","college","trường cao đẳng","places_directions","flyers","🏫","school","⚠️ Cần xem lại (Tên emoji: school)",""
"fl-pd-008","corner","góc đường","places_directions","flyers","↩️","leftwards_arrow_with_hook","⚠️ Cần xem lại (Tên emoji: leftwards arrow with hook)",""
"fl-pd-009","east","phía đông","places_directions","flyers","🧭","compass","⚠️ Cần xem lại (Tên emoji: compass)",""
"fl-pd-010","factory","nhà máy/xưởng","places_directions","flyers","🏭","factory","✅",""
"fl-pd-011","fire station","trạm cứu hỏa","places_directions","flyers","🚒","fire_engine","⚠️ Cần xem lại (Tên emoji: fire engine)",""
"fl-pd-012","front","phía trước","places_directions","flyers","⬆️","arrow_up","⚠️ Cần xem lại (Tên emoji: arrow up)",""
"fl-pd-013","get to","đến được (nơi nào đó)","places_directions","flyers","📍","round_pushpin","⚠️ Cần xem lại (Tên emoji: round pushpin)",""
"fl-pd-014","hotel","khách sạn","places_directions","flyers","🏨","hotel","✅",""
"fl-pd-015","kilometre","ki-lô-mét","places_directions","flyers","📏","straight_ruler","⚠️ Cần xem lại (Tên emoji: straight ruler)",""
"fl-pd-016","left","bên trái","places_directions","flyers","⬅️","arrow_left","✅",""
"fl-pd-017","London","thành phố Luân Đôn","places_directions","flyers","🎡","ferris_wheel","⚠️ Cần xem lại (Tên emoji: ferris wheel)",""
"fl-pd-018","middle","ở giữa","places_directions","flyers","↔️","left_right_arrow","⚠️ Cần xem lại (Tên emoji: left right arrow)",""
"fl-pd-019","museum","bảo tàng","places_directions","flyers","🏛️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-pd-020","north","phía bắc","places_directions","flyers","🧭","compass","⚠️ Cần xem lại (Tên emoji: compass)",""
"fl-pd-021","over","qua/vượt qua","places_directions","flyers","↗️","arrow_upper_right","⚠️ Cần xem lại (Tên emoji: arrow upper right)",""
"fl-pd-022","path","con đường mòn","places_directions","flyers","🛤️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-pd-023","police station","đồn cảnh sát","places_directions","flyers","🚔","oncoming_police_car","✅",""
"fl-pd-024","post office","bưu điện","places_directions","flyers","📮","postbox","⚠️ Cần xem lại (Tên emoji: postbox)",""
"fl-pd-025","restaurant","nhà hàng","places_directions","flyers","🍽️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-pd-026","right","bên phải","places_directions","flyers","➡️","arrow_right","✅",""
"fl-pd-027","skyscraper","tòa nhà chọc trời","places_directions","flyers","🏙️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-pd-028","south","phía nam","places_directions","flyers","🧭","compass","⚠️ Cần xem lại (Tên emoji: compass)",""
"fl-pd-029","stadium","sân vận động","places_directions","flyers","🏟️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-pd-030","straight on","đi thẳng","places_directions","flyers","➡️","arrow_right","⚠️ Cần xem lại (Tên emoji: arrow right)",""
"fl-pd-031","theatre","nhà hát","places_directions","flyers","🎭","performing_arts","⚠️ Cần xem lại (Tên emoji: performing arts)",""
"fl-pd-032","university","trường đại học","places_directions","flyers","🎓","mortar_board","⚠️ Cần xem lại (Tên emoji: mortar board)",""
"fl-pd-033","way","đường đi/hướng","places_directions","flyers","🛤️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-pd-034","west","phía tây","places_directions","flyers","🧭","compass","⚠️ Cần xem lại (Tên emoji: compass)",""
"st-sc-001","alphabet","bảng chữ cái","school","starters","🔤","abc","⚠️ Cần xem lại (Tên emoji: abc)",""
"st-sc-002","answer","câu trả lời","school","starters","✅","white_check_mark","⚠️ Cần xem lại (Tên emoji: white check mark)",""
"st-sc-003","ask","hỏi","school","starters","🙋","raising_hand_woman","⚠️ Cần xem lại (Tên emoji: raising hand woman)",""
"st-sc-004","board","bảng đen","school","starters","📋","clipboard","❌ (Hình bảng kẹp tài liệu - nên là bảng đen/trắng)",""
"st-sc-005","book","cuốn sách","school","starters","📖","open_book","✅",""
"st-sc-006","bookcase","tủ sách","school","starters","📚","books","✅",""
"st-sc-007","class","lớp học","school","starters","🏫","school","⚠️ Cần xem lại (Tên emoji: school)",""
"st-sc-008","classroom","phòng học","school","starters","🏫","school","⚠️ Cần xem lại (Tên emoji: school)",""
"st-sc-009","close","đóng lại","school","starters","🚪","door","⚠️ Cần xem lại (Tên emoji: door)",""
"st-sc-010","colour","màu sắc","school","starters","🎨","art","⚠️ Cần xem lại (Tên emoji: art)",""
"st-sc-011","computer","máy tính","school","starters","💻","computer","✅",""
"st-sc-012","correct","đúng/chính xác","school","starters","✔️","heavy_check_mark","⚠️ Cần xem lại (Tên emoji: heavy check mark)",""
"st-sc-013","crayon","bút màu sáp","school","starters","🖍️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-sc-014","cross","dấu chéo/sai","school","starters","❌","x","⚠️ Cần xem lại (Tên emoji: x)",""
"st-sc-015","cupboard","tủ đựng đồ","school","starters","🪵","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-sc-016","desk","bàn học","school","starters","🪵","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-sc-017","door","cánh cửa","school","starters","🚪","door","✅",""
"st-sc-018","draw","vẽ","school","starters","✏️","pencil2","⚠️ Cần xem lại (Tên emoji: pencil2)",""
"st-sc-019","English","tiếng Anh","school","starters","🇬🇧","uk","⚠️ Cần xem lại (Tên emoji: uk)",""
"st-sc-020","eraser","cục tẩy","school","starters","🧹","broom","❌ (Hình cái chổi - nên là cục tẩy)",""
"st-sc-021","example","ví dụ","school","starters","📝","memo","⚠️ Cần xem lại (Tên emoji: memo)",""
"st-sc-022","find","tìm thấy","school","starters","🔍","mag","⚠️ Cần xem lại (Tên emoji: mag)",""
"st-sc-023","floor","sàn nhà","school","starters","🟫","","❌ (Hình ô vuông màu nâu)",""
"st-sc-024","keyboard","bàn phím","school","starters","⌨️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-sc-025","learn","học","school","starters","📚","books","⚠️ Cần xem lại (Tên emoji: books)",""
"st-sc-026","lesson","bài học/tiết học","school","starters","📖","open_book","⚠️ Cần xem lại (Tên emoji: open book)",""
"st-sc-027","letter","chữ cái/bức thư","school","starters","✉️","email","⚠️ Cần xem lại (Tên emoji: email)",""
"st-sc-028","line","đường kẻ","school","starters","📏","straight_ruler","⚠️ Cần xem lại (Tên emoji: straight ruler)",""
"st-sc-029","listen","lắng nghe","school","starters","👂","ear","⚠️ Cần xem lại (Tên emoji: ear)",""
"st-sc-030","look","nhìn","school","starters","👀","eyes","⚠️ Cần xem lại (Tên emoji: eyes)",""
"st-sc-031","mouse","chuột máy tính","school","starters","🖱️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-sc-032","music","âm nhạc","school","starters","🎵","musical_note","✅",""
"st-sc-033","number","con số","school","starters","🔢","1234","⚠️ Cần xem lại (Tên emoji: 1234)",""
"st-sc-034","open","mở ra","school","starters","🔓","unlock","⚠️ Cần xem lại (Tên emoji: unlock)",""
"st-sc-035","page","trang sách","school","starters","📄","page_facing_up","✅",""
"st-sc-036","painting","bức tranh sơn","school","starters","🎨","art","⚠️ Cần xem lại (Tên emoji: art)",""
"st-sc-037","paper","giấy","school","starters","📄","page_facing_up","⚠️ Cần xem lại (Tên emoji: page facing up)",""
"st-sc-038","part","phần","school","starters","📑","bookmark_tabs","⚠️ Cần xem lại (Tên emoji: bookmark tabs)",""
"st-sc-039","pen","bút bi","school","starters","🖊️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-sc-040","pencil","bút chì","school","starters","✏️","pencil2","✅",""
"st-sc-041","picture","hình ảnh/bức tranh","school","starters","🖼️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-sc-042","playground","sân chơi","school","starters","🛝","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-sc-043","poster","tờ áp phích","school","starters","📌","pushpin","⚠️ Cần xem lại (Tên emoji: pushpin)",""
"st-sc-044","question","câu hỏi","school","starters","❓","question","✅",""
"st-sc-045","read","đọc","school","starters","📖","open_book","⚠️ Cần xem lại (Tên emoji: open book)",""
"st-sc-046","right","đúng/phải","school","starters","✔️","heavy_check_mark","⚠️ Cần xem lại (Tên emoji: heavy check mark)",""
"st-sc-047","rubber","cục tẩy","school","starters","🧹","broom","❌ (Hình cái chổi - nên là cục tẩy)",""
"st-sc-048","ruler","thước kẻ","school","starters","📏","straight_ruler","✅",""
"st-sc-049","school","trường học","school","starters","🏫","school","✅",""
"st-sc-050","sentence","câu văn","school","starters","📝","memo","⚠️ Cần xem lại (Tên emoji: memo)",""
"st-sc-051","sit","ngồi","school","starters","🪑","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-sc-052","spell","đánh vần","school","starters","🔤","abc","⚠️ Cần xem lại (Tên emoji: abc)",""
"st-sc-053","stand","đứng","school","starters","🧍","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-sc-054","story","câu chuyện","school","starters","📖","open_book","⚠️ Cần xem lại (Tên emoji: open book)",""
"st-sc-055","teacher","giáo viên","school","starters","👩‍🏫","woman_teacher","✅",""
"st-sc-056","tell","kể/nói","school","starters","🗣️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-sc-057","tick","dấu tích đúng","school","starters","✔️","heavy_check_mark","⚠️ Cần xem lại (Tên emoji: heavy check mark)",""
"st-sc-058","understand","hiểu","school","starters","💡","bulb","⚠️ Cần xem lại (Tên emoji: bulb)",""
"st-sc-059","wall","bức tường","school","starters","🧱","brick","⚠️ Cần xem lại (Tên emoji: brick)",""
"st-sc-060","window","cửa sổ","school","starters","🪟","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-sc-061","word","từ ngữ","school","starters","📝","memo","⚠️ Cần xem lại (Tên emoji: memo)",""
"st-sc-062","write","viết","school","starters","✍️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-sc-001","break","giờ ra chơi","school","movers","⏸️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-sc-002","homework","bài tập về nhà","school","movers","📝","memo","⚠️ Cần xem lại (Tên emoji: memo)",""
"mv-sc-003","mistake","lỗi/sai lầm","school","movers","❌","x","⚠️ Cần xem lại (Tên emoji: x)",""
"mv-sc-004","teach","dạy học","school","movers","👩‍🏫","woman_teacher","✅",""
"mv-sc-005","text","văn bản/nhắn tin","school","movers","📱","iphone","⚠️ Cần xem lại (Tên emoji: iphone)",""
"mv-sc-006","website","trang web","school","movers","🌐","globe_with_meridians","⚠️ Cần xem lại (Tên emoji: globe with meridians)",""
"fl-sc-013","history","môn lịch sử","school","flyers","📜","scroll","⚠️ Cần xem lại (Tên emoji: scroll)",""
"fl-sc-014","language","ngôn ngữ","school","flyers","🗣️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-sc-015","maths","môn toán","school","flyers","🔢","1234","⚠️ Cần xem lại (Tên emoji: 1234)",""
"fl-sc-016","online","trực tuyến","school","flyers","🌐","globe_with_meridians","⚠️ Cần xem lại (Tên emoji: globe with meridians)",""
"fl-sc-017","project","dự án/đề tài","school","flyers","📋","clipboard","⚠️ Cần xem lại (Tên emoji: clipboard)",""
"fl-sc-018","rucksack","ba lô","school","flyers","🎒","school_satchel","⚠️ Cần xem lại (Tên emoji: school satchel)",""
"fl-sc-019","science","môn khoa học","school","flyers","🔬","microscope","⚠️ Cần xem lại (Tên emoji: microscope)",""
"fl-sc-020","scissors","cái kéo","school","flyers","✂️","scissors","✅",""
"fl-sc-021","screen","màn hình","school","flyers","🖥️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-sc-022","shelf","kệ tủ","school","flyers","📚","books","⚠️ Cần xem lại (Tên emoji: books)",""
"fl-sc-023","student","học sinh/sinh viên","school","flyers","🧑‍🎓","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-sc-024","study","học tập/nghiên cứu","school","flyers","📖","open_book","⚠️ Cần xem lại (Tên emoji: open book)",""
"fl-sc-025","subject","môn học","school","flyers","📚","books","⚠️ Cần xem lại (Tên emoji: books)",""
"fl-sc-026","timetable","thời khóa biểu","school","flyers","📅","date","⚠️ Cần xem lại (Tên emoji: date)",""
"fl-sc-027","university","trường đại học","school","flyers","🎓","mortar_board","⚠️ Cần xem lại (Tên emoji: mortar board)",""
"st-sl-001","badminton","cầu lông","sports_leisure","starters","🏸","badminton","✅",""
"st-sl-002","ball","quả bóng","sports_leisure","starters","⚽","soccer","⚠️ Cần xem lại (Tên emoji: soccer)",""
"st-sl-003","baseball","bóng chày","sports_leisure","starters","⚾","baseball","✅",""
"st-sl-004","basketball","bóng rổ","sports_leisure","starters","🏀","basketball","✅",""
"st-sl-005","bat","gậy đánh bóng","sports_leisure","starters","🏏","cricket","⚠️ Cần xem lại (Tên emoji: cricket)",""
"st-sl-006","beach","bãi biển","sports_leisure","starters","🏖️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-sl-007","bike","xe đạp","sports_leisure","starters","🚲","bike","✅",""
"st-sl-008","boat","con thuyền","sports_leisure","starters","⛵","sailboat","✅",""
"st-sl-009","book","cuốn sách","sports_leisure","starters","📖","open_book","✅",""
"st-sl-010","bounce","nảy / tung lên","sports_leisure","starters","🏀","basketball","⚠️ Cần xem lại (Tên emoji: basketball)",""
"st-sl-011","camera","máy ảnh","sports_leisure","starters","📷","camera","✅",""
"st-sl-012","catch","bắt lấy","sports_leisure","starters","🙌","raised_hands","⚠️ Cần xem lại (Tên emoji: raised hands)",""
"st-sl-013","doll","búp bê","sports_leisure","starters","🪆","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-sl-014","draw","vẽ","sports_leisure","starters","✏️","pencil2","⚠️ Cần xem lại (Tên emoji: pencil2)",""
"st-sl-015","drawing","bức vẽ / việc vẽ","sports_leisure","starters","🎨","art","⚠️ Cần xem lại (Tên emoji: art)",""
"st-sl-016","drive","lái xe","sports_leisure","starters","🚗","red_car","⚠️ Cần xem lại (Tên emoji: red car)",""
"st-sl-017","enjoy","thích thú / tận hưởng","sports_leisure","starters","😊","blush","⚠️ Cần xem lại (Tên emoji: blush)",""
"st-sl-018","favourite","yêu thích","sports_leisure","starters","⭐","star","⚠️ Cần xem lại (Tên emoji: star)",""
"st-sl-019","fishing","câu cá","sports_leisure","starters","🎣","fishing_pole_and_fish","✅",""
"st-sl-020","fly","bay / thả (diều)","sports_leisure","starters","✈️","airplane","⚠️ Cần xem lại (Tên emoji: airplane)",""
"st-sl-021","football","bóng đá","sports_leisure","starters","⚽","soccer","⚠️ Cần xem lại (Tên emoji: soccer)",""
"st-sl-022","game","trò chơi","sports_leisure","starters","🎮","video_game","✅",""
"st-sl-023","guitar","đàn ghi-ta","sports_leisure","starters","🎸","guitar","✅",""
"st-sl-024","hobby","sở thích","sports_leisure","starters","🎯","dart","⚠️ Cần xem lại (Tên emoji: dart)",""
"st-sl-025","hockey","khúc côn cầu","sports_leisure","starters","🏒","ice_hockey","✅",""
"st-sl-026","jump","nhảy","sports_leisure","starters","🤸","","❌ (Hình nhào lộn - không rõ ràng)",""
"st-sl-027","kick","đá","sports_leisure","starters","🦶","foot","⚠️ Cần xem lại (Tên emoji: foot)",""
"st-sl-028","kite","con diều","sports_leisure","starters","🪁","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-sl-029","listen","nghe","sports_leisure","starters","👂","ear","⚠️ Cần xem lại (Tên emoji: ear)",""
"st-sl-030","music","âm nhạc","sports_leisure","starters","🎵","musical_note","✅",""
"st-sl-031","photo","bức ảnh","sports_leisure","starters","📷","camera","⚠️ Cần xem lại (Tên emoji: camera)",""
"st-sl-032","piano","đàn piano","sports_leisure","starters","🎹","musical_keyboard","⚠️ Cần xem lại (Tên emoji: musical keyboard)",""
"st-sl-033","picture","bức tranh / bức ảnh","sports_leisure","starters","🖼️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-sl-034","play","chơi","sports_leisure","starters","🎮","video_game","⚠️ Cần xem lại (Tên emoji: video game)",""
"st-sl-035","radio","đài phát thanh","sports_leisure","starters","📻","radio","✅",""
"st-sl-036","read","đọc","sports_leisure","starters","📖","open_book","⚠️ Cần xem lại (Tên emoji: open book)",""
"st-sl-037","ride","cưỡi / đi (xe đạp)","sports_leisure","starters","🚴","biking_man","⚠️ Cần xem lại (Tên emoji: biking man)",""
"st-sl-038","run","chạy","sports_leisure","starters","🏃","running_man","✅",""
"st-sl-039","sing","hát","sports_leisure","starters","🎤","microphone","⚠️ Cần xem lại (Tên emoji: microphone)",""
"st-sl-040","skateboard","ván trượt","sports_leisure","starters","🛹","skateboard","✅",""
"st-sl-041","skateboarding","môn trượt ván","sports_leisure","starters","🛹","skateboard","✅",""
"st-sl-042","soccer","bóng đá (Mỹ)","sports_leisure","starters","⚽","soccer","✅",""
